uniqueid,target
test_id0,13.050020246597407
test_id1,12.702442271482463
test_id2,11.24298499888441
test_id3,11.214570456194354
test_id4,12.878651838030466
test_id5,13.01996864043367
test_id6,11.072867185121275
test_id7,11.44938289095198
test_id8,12.989021016232897
test_id9,11.32960287845547
test_id10,12.967818527106362
test_id11,12.407909705659067
test_id12,13.009140137456027
test_id13,12.831420144481637
test_id14,12.444122321250429
test_id15,11.660133711807994
test_id16,11.16664252882893
test_id17,12.96277580477624
test_id18,11.450249226849872
test_id19,10.8219816063191
test_id20,11.63099536353854
test_id21,12.701139210038114
test_id22,11.335518146489296
test_id23,11.3282520105337
test_id24,3.0672735590580693
test_id25,11.131799613183817
test_id26,11.649291761701852
test_id27,12.9868125679535
test_id28,12.820776915289715
test_id29,12.659863320456662
test_id30,10.741624485658738
test_id31,12.866506775140232
test_id32,11.519446320930147
test_id33,12.772356089779647
test_id34,12.956935513383046
test_id35,12.831602182400124
test_id36,12.243485246796793
test_id37,12.979352432366627
test_id38,12.765187405198896
test_id39,11.365355970476045
test_id40,11.711117882905203
test_id41,11.327735401314808
test_id42,11.113810238131832
test_id43,12.758703187191653
test_id44,11.58612615661744
test_id45,11.656124266914873
test_id46,11.314484842909827
test_id47,11.648725217619049
test_id48,12.729562808949607
test_id49,11.61658810787132
test_id50,13.077949163059232
test_id51,11.428093044607094
test_id52,10.79351981185711
test_id53,11.973688434950164
test_id54,12.950948613818682
test_id55,11.635740186374164
test_id56,10.931482431796955
test_id57,11.341632307845693
test_id58,12.61181542872922
test_id59,12.729480963797748
test_id60,11.665005680913524
test_id61,12.806366929883145
test_id62,9.719948192012453
test_id63,12.762666632504443
test_id64,12.869119611178169
test_id65,8.216090108522598
test_id66,12.834799083781688
test_id67,11.59958147778254
test_id68,11.04160012736637
test_id69,11.367182559158937
test_id70,12.828567144498114
test_id71,12.857928962561994
test_id72,12.748879574453092
test_id73,4.807359413412356
test_id74,11.13960271440761
test_id75,12.731364969433372
test_id76,8.695799830963361
test_id77,11.051872133555003
test_id78,12.939486870282725
test_id79,12.343615800612323
test_id80,11.459297894956798
test_id81,12.812186903117693
test_id82,11.316304636981753
test_id83,11.25873032063017
test_id84,10.83633239344101
test_id85,11.055272576663878
test_id86,12.451221474860775
test_id87,12.845022751904036
test_id88,12.85620468653
test_id89,11.72080726908412
test_id90,12.986828249017275
test_id91,12.955701367302426
test_id92,13.01396193654004
test_id93,9.916470301500146
test_id94,11.667384704692118
test_id95,12.986562562985945
test_id96,11.081049500921404
test_id97,12.925963162183079
test_id98,13.115366421836141
test_id99,12.786776956730908
test_id100,12.702007119238239
test_id101,9.437738938733935
test_id102,11.478831389815918
test_id103,12.772501259257364
test_id104,10.924517056006831
test_id105,11.541848469200115
test_id106,13.1087639578409
test_id107,10.112271027197181
test_id108,13.00641192337688
test_id109,13.051854747313932
test_id110,12.825041010132336
test_id111,12.872821805086744
test_id112,11.66324811254477
test_id113,10.904229895412847
test_id114,13.02415374634436
test_id115,7.5321226710309706
test_id116,11.791579003265348
test_id117,13.039009869753043
test_id118,11.679239306513782
